id,name,address,postcode,city,lat,lon
440600023,Coop,Unknown,Unknown,Unknown,46.7035278,6.754352
471486102,Acacias supermarché,Route de Pierre-à-Bot,2000,Neuchâtel,47.0001023,6.9179792
476270685,Migros,Unknown,Unknown,Unknown,46.4653415,6.8956121
476664629,Coop,Unknown,Unknown,Unknown,46.4665796,6.8943173
476682675,Denner,Unknown,Unknown,Unknown,46.4678328,6.8379093
505817243,Denner,Route des Deux-Villages,1806,Saint-Légier-La Chiésaz,46.4706808,6.8807722
538425501,Aldi,Unknown,Unknown,Unknown,46.9905345,6.9304104
577374846,Coop,Unknown,Unknown,Unknown,46.996772,6.9360608
613344816,Coop,Unknown,Unknown,Unknown,46.8211905,7.1527418
613378203,Denner,Unknown,Unknown,Unknown,46.7948505,7.2599002
701408310,Denner Satellite,Unknown,Unknown,Unknown,46.9169559,7.0224237
726293843,Coop,Unknown,Unknown,Unknown,46.4823269,6.774769
769896120,Volg,Chemin de l'Ancienne Poste,1796,Courgevaux,46.90785,7.1106483
773905093,Coop,Unknown,Unknown,Unknown,46.6980032,7.1402157
816519383,Coop,Unknown,Unknown,Unknown,46.8500382,7.190638
820927432,Coop,Unknown,Unknown,Unknown,46.8897421,7.3142468
821376496,Coop Tafers,Unknown,Unknown,Unknown,46.8158114,7.2167431
833359581,Coop,Grand'Rue,1462,Yvonand,46.7999002,6.7453686
850629367,Coop,Unknown,Unknown,Unknown,46.7618198,6.8904797
883456577,Migros,Unknown,Unknown,Unknown,47.0042717,6.9557712
990202156,Denner,Unknown,Unknown,Unknown,46.9964751,6.9326148
1005732653,Landi,Unknown,Unknown,Unknown,46.9959473,7.1076666
1008618186,La Consomm,Unknown,Unknown,Unknown,46.4759146,7.1354378
1015716220,Denner,Unknown,Unknown,Unknown,46.8472991,7.1917223
1054471303,Migros,Unknown,Unknown,Unknown,46.9443296,6.8429267
1174159731,Migros,Unknown,Unknown,Unknown,46.6680987,6.8009322
1298322275,Coop,Unknown,Unknown,Unknown,46.9287343,6.812411
1340164438,Denner Satellite,Rue du Centre,1772,Grolley,46.832144,7.0651572
1366898737,Coop,Unknown,Unknown,Unknown,46.7271946,7.1367015
1394801786,Coop,Unknown,Unknown,Unknown,46.6683593,6.8004597
1419909552,Coop,Unknown,Unknown,Unknown,46.8094474,7.1441586
1423960171,Coop,Unknown,Unknown,Unknown,46.9721037,7.1938083
1423960539,Migros,Murtenstrasse,Unknown,Unknown,46.9735785,7.1942442
1423962014,Spar,Murtenstrasse,3210,Kerzers,46.9741728,7.1942406
1425079638,J. et P. Beaud Alimentation,Unknown,Unknown,Unknown,46.5174287,7.0567431
1447081331,Denner,Unknown,Unknown,Unknown,46.8499724,6.8495774
1447081336,Migros,Unknown,Unknown,Unknown,46.8480965,6.851419
1567246960,Migros,Unknown,Unknown,Unknown,46.8034415,7.1543966
1664839957,Cap 2000,Unknown,Unknown,Unknown,46.9864413,6.8895885
1665639756,ALDI,Unknown,Unknown,Unknown,46.9889897,6.9029523
1668069692,Denner,Unknown,Unknown,Unknown,46.7995698,7.1517653
1668069722,Migros,Unknown,Unknown,Unknown,46.7998014,7.1520032
1674820866,Denner,Unknown,1786,Sugiez,46.9618025,7.1134858
1711632244,Unknown,Unknown,Unknown,Unknown,46.831671,6.8584981
1795734918,Casa Central,Unknown,Unknown,Unknown,46.8649002,7.1251893
1806195326,Migros,Unknown,Unknown,Unknown,46.8998759,6.7840685
1918200363,Migros,Unknown,Unknown,Unknown,46.9450069,7.3744929
1928532319,Denner,Avenue de Préville,1510,Moudon,46.6699839,6.803493
1933700282,Coop,Unknown,Unknown,Unknown,46.9254407,7.3781805
1939422056,Coop,Rue Louis-d'Affry,1700,Fribourg,46.8037059,7.1504196
1956181159,Coop,Unknown,Unknown,Unknown,46.9055006,7.2368982
2015282784,Landi,Freiburgstrasse,3174,Thörishaus,46.9024182,7.355913
2123887401,Denner,Route du Bois,Unknown,Unknown,46.7788224,7.090044
2142438881,Coop,Unknown,Unknown,Unknown,46.7978083,7.1228215
2175193120,Volg,Kerzersstrasse,3225,Müntschemier,46.9953743,7.1484985
2179723208,Denner,Unknown,Unknown,Unknown,46.7404675,7.290556
2179723209,Migros,Unknown,Unknown,Unknown,46.7405139,7.2904016
2188150658,Denner,Unknown,Unknown,Unknown,46.7760694,7.1611995
2233923225,Coop,Unknown,Unknown,Unknown,46.8779359,7.0316488
2233923229,Landi,Unknown,Unknown,Unknown,46.8777264,7.031035
2269753283,Coop,Unknown,Unknown,Unknown,46.7076353,6.8389432
2377108629,Denner,Route de Fribourg,1741,Cottens,46.7529838,7.0333292
2438372868,Denner,Unknown,Unknown,Unknown,46.8290381,7.1467339
2438372869,Migros,Unknown,Unknown,Unknown,46.8288763,7.1468842
2496030013,Denner,Unknown,Unknown,Unknown,46.8650578,7.1251251
2527809360,Migros,Unknown,Unknown,Unknown,46.8100834,7.1480661
2527809361,Denner,Unknown,Unknown,Unknown,46.8101882,7.1480737
2715117015,Coop,Unknown,Unknown,Unknown,46.9483455,7.3772221
2776610180,Boulangerie Duvoisin,Grand-Rue,1616,Attalens,46.5116233,6.849201
2835661891,Migros,Unknown,Unknown,Unknown,46.7878958,7.0785868
2835662016,ALDI,Route de Matran,1754,Avry-sur-Matran,46.7874403,7.0766075
2970379433,Coop,Place de la Gare,Unknown,Unknown,46.4630883,6.8427533
3049044333,Migros,Route de Lossy,1782,Belfaux,46.8228188,7.1088518
3060713984,Denner,Unknown,Unknown,Unknown,46.5321737,6.8963444
3139599314,Migros,Unknown,Unknown,Unknown,46.8201591,6.9397398
3517016356,Volg,Route de Fribourg,1784,Courtepin,46.8679841,7.1229016
3517026849,Migros,Route de l'Industrie,1784,Courtepin,46.8655618,7.1201149
3607798638,Konsum Murten,Bernstrasse,3280,Murten,46.9308444,7.1243933
3685497880,Coop,Rue du Simplon,1800,Vevey,46.4603251,6.8451542
3690133751,Denner,Unknown,Unknown,Unknown,46.7966094,7.1547993
3734615302,ALDI,Avenue de la Gare / Bahnhofsallee,1700,Fribourg,46.8034693,7.1537736
3993563850,Denner,Krautgasse,3177,Laupen BE,46.9035361,7.239706
4052328711,Migros,Unknown,Unknown,Unknown,46.4647636,6.8418335
4135620173,Coop,Dorfstrasse,1735,Giffers,46.7620117,7.2088514
4204063789,Coop,Franz Xaver Müllerstrasse,3185,Schmitten,46.8547566,7.2496627
4250076730,Alima Super Marché & Boucherie,Unknown,Unknown,Unknown,46.7985735,7.1533741
4250798594,Coop,Unknown,Unknown,Unknown,46.4530691,6.8575215
4250850089,Migros,Unknown,Unknown,Unknown,46.4527178,6.8579172
4286225531,ALDI,Unknown,Unknown,Unknown,46.8081224,7.1284089
4319815882,Volg,Unknown,1786,Nant,46.9579275,7.1086103
4336822460,Denner,Unknown,Unknown,Unknown,46.4410574,6.8934233
4340681468,Migros,Unknown,Unknown,Unknown,46.8209749,7.1541268
4346865057,Coop,Unknown,Unknown,Unknown,46.8942329,7.3019893
4346865058,k kiosk,Unknown,Unknown,Unknown,46.8939107,7.3025258
4374665095,Migros,Unknown,Unknown,Unknown,46.5241009,6.9049829
4581204689,Migros,Unknown,Unknown,Unknown,46.4923302,6.7695652
4589955607,Denner,Grande Ferme,3280,Muntelier,46.9406319,7.145202
4597792764,Denner,Unknown,Unknown,Unknown,46.5711309,6.8231374
4601227391,Denner,Grande Ferme,3280,Muntelier,46.9405337,7.1450493
4762968165,Denner,Unknown,Unknown,Unknown,46.4578947,6.8568111
4782996260,Chez Aeby,Unknown,Unknown,Unknown,46.8058382,7.1636648
4900329304,Coop,Rue des Poudrières,2006,Neuchâtel,46.9881259,6.9094198
4904632669,Lidl,Rue de l'Ecluse,2000,Neuchâtel,46.9928154,6.9255613
5113772325,Denner,Rue du Centre,1637,Charmey (Gruyère),46.6198823,7.1628243
5608798428,Boulangerie Au fil du temps,Route de Fribourg,1773,Léchelles,46.82983,7.0177968
5633888421,Migros Domdidier,Unknown,Unknown,Unknown,46.865415,7.0094503
5843851332,Lidl,Unknown,Unknown,Unknown,46.6152007,7.0503931
5852227385,Denner,Unknown,1800,Unknown,46.4586301,6.8483452
5926722182,Migros,Freiburgstrasse,3150,Schwarzenburg,46.8175882,7.3395804
6218415208,Spar,Route de Salavaux,1580,Avenches,46.8995337,7.0496124
6324181690,Denner,Unknown,Unknown,Unknown,46.8091429,7.1744924
6325639403,Lidl,Unknown,Unknown,Unknown,46.9484456,7.3771937
6410200887,ALDI,Route de l'Industrie,1680,Romont FR,46.6873587,6.9082501
6410203593,Migros,Avenue de la Gare,1680,Romont FR,46.6925134,6.912314
6410203799,Coop,Route de la Belle-Croix,1680,Romont (FR),46.6928365,6.9137572
6415518795,Coop,Unknown,Unknown,Unknown,46.8959705,6.7757423
6483400268,Coop,Unknown,Unknown,Unknown,46.8086836,7.1735645
6498475372,Denner,Unknown,Unknown,Unknown,46.9985167,6.9252286
6498475373,Migros,Unknown,Unknown,Unknown,46.9986528,6.9251123
6511298042,Prima,Unknown,Unknown,Unknown,46.971454,7.3555132
6511496226,Migros,Unknown,Unknown,Unknown,46.9669494,7.3765285
6511496227,Denner,Unknown,Unknown,Unknown,46.9669501,7.376782
6535934515,Fischer Alimentation,Unknown,Unknown,Unknown,46.8946548,6.9014881
6732792391,Denner,Unknown,Unknown,Unknown,46.6927479,6.9124488
7074473358,Denner,Unknown,Unknown,Unknown,46.4638357,6.8398689
7074497276,Migros,Unknown,Unknown,Unknown,46.4636936,6.8400687
7149041172,Ly Thanh,Rue des Deux-Marchés,1800,Vevey,46.4596239,6.8448999
7164883681,Denner,Unknown,Unknown,Unknown,46.4645903,6.8417519
7172148724,Denner,Unknown,Unknown,Unknown,46.5265814,6.8522382
7178713054,Nabio,Unknown,Unknown,Unknown,46.4633513,6.8385123
7178747752,Picard Surgelé,Unknown,Unknown,Unknown,46.4623679,6.8404271
7316128290,Denner,Route d'Yvonand,1522,Lucens,46.7086806,6.8413264
7404417734,Pêcherie du Haut-Léman,rue du Lac,1815,Clarens,46.4416653,6.8822034
7443294880,Denner,Unknown,Unknown,Unknown,46.794709,7.142365
7623361858,Denner,Unknown,Unknown,Unknown,46.7986967,7.1356268
7640147839,Denner,Unknown,Unknown,Unknown,46.9453867,7.3737873
7734432246,Coop,Grand-Rue,Unknown,Unknown,46.6192785,7.0574465
7985412585,Supermarché de Chexbres,Unknown,1071,Unknown,46.4816188,6.7776093
8013973301,Migros,Unknown,Unknown,Unknown,46.5554416,7.372984
8042153989,Landi,Freiburgstrasse,3280,Murten/Morat,46.918301,7.1122238
8111589625,Coop,Unknown,Unknown,Unknown,46.9655164,7.1217604
8160658037,Aldi,Avenue du Général-Guisan,Unknown,Unknown,46.4650748,6.8390981
8173321992,La Ferme 1794,Champ Raclé,3280,Murten,46.9419043,7.1438679
8242638301,Migros,Place de la Gare,1740,Neyruz FR,46.7661981,7.0645597
8402157978,Denner,Rue des Cerisiers,1752,Villars-sur-Glâne,46.7945731,7.1154886
8668924968,ALDI,Unknown,Unknown,Unknown,46.601742,7.0744774
8722919767,Birena,Freiburgstrasse,3150,Schwarzenburg,46.8178583,7.3406244
