id,name,address,postcode,city,lat,lon,Canton_name
10558421680,Coop,Bahnhofstrasse,6210,Sursee,47.1731701,8.1035732,Kanton Luzern
10558595349,ALDI,Hobacherweg,6010,Kriens,47.0342549,8.273009,Kanton Luzern
10558595349,ALDI,Hobacherweg,6010,Kriens,47.0342549,8.273009,Kanton Obwalden
10558595349,ALDI,Hobacherweg,6010,Kriens,47.0342549,8.273009,Kanton Nidwalden
10576208582,Spar,Würzenbachstrasse,6006,Luzern,47.0550668,8.343748,Kanton Luzern
10576208582,Spar,Würzenbachstrasse,6006,Luzern,47.0550668,8.343748,Kanton Luzern
10576208582,Spar,Würzenbachstrasse,6006,Luzern,47.0550668,8.343748,Kanton Luzern
10576450246,Coop,Am Dorfplatz,6045,Meggen,47.0468259,8.3739435,Kanton Luzern
10576520414,Landi,Schellenrain,6208,Oberkirch LU,47.1629398,8.1044267,Kanton Luzern
10578228087,Volg,Kantonsstrasse,6105,Schachen LU,47.036103,8.1458703,Kanton Luzern
10578228087,Volg,Kantonsstrasse,6105,Schachen LU,47.036103,8.1458703,Kanton Luzern
10578228087,Volg,Kantonsstrasse,6105,Schachen LU,47.036103,8.1458703,Kanton Luzern
10787882859,Migros,Rue du Château-d'En-Bas,1630,Bulle,46.6237528,7.0573013,Canton de Fribourg
10787882859,Migros,Rue du Château-d'En-Bas,1630,Bulle,46.6237528,7.0573013,Canton de Fribourg
10787882859,Migros,Rue du Château-d'En-Bas,1630,Bulle,46.6237528,7.0573013,Canton de Fribourg
10787882859,Migros,Rue du Château-d'En-Bas,1630,Bulle,46.6237528,7.0573013,Canton de Fribourg
10896892556,Denner Partner,Hauptstrasse,4552,Derendingen,47.1981461,7.5837448,Kanton Solothurn
10896892556,Denner Partner,Hauptstrasse,4552,Derendingen,47.1981461,7.5837448,Kanton Solothurn
11025130806,Denner,Lyssachstrasse,3400,Burgdorf,47.0593006,7.6206969,Canton de Berne
11025130806,Denner,Lyssachstrasse,3400,Burgdorf,47.0593006,7.6206969,Canton de Berne
11152511112,Landi,Schulriederstrasse,3293,Dotzigen,47.1189965,7.3365347,Canton de Berne
11155690386,Landi,Route de l'Ancienne Ferme,1680,Romont FR,46.6878195,6.9073969,Canton de Fribourg
11155690386,Landi,Route de l'Ancienne Ferme,1680,Romont FR,46.6878195,6.9073969,Canton de Fribourg
11155690386,Landi,Route de l'Ancienne Ferme,1680,Romont FR,46.6878195,6.9073969,Canton de Fribourg
